sku,combined_description
581-8988,"<ul><li>Adjustable levers for Indian models</li><li>Easily adjust the levers reach to the bar for added comfort</li><li>CNC Machined from high quality T6061 Aluminum </li><li>Available in Chrome and Black </li><li>Patent Pending Design </li><li>Approximately +/-  1/2"" adjustment from stock </li><li>Sold in pairs </li></ul>"
581-8989,"<ul><li>Adjustable levers for Indian models</li><li>Easily adjust the levers reach to the bar for added comfort</li><li>CNC Machined from high quality T6061 Aluminum </li><li>Available in Chrome and Black </li><li>Patent Pending Design </li><li>Approximately +/-  1/2"" adjustment from stock </li><li>Sold in pairs </li></ul>"
581-8990,"<ul><li>Adjustable Shorty Levers for Indian </li><li>Easily adjust the levers reach to the bar for added comfort</li><li>1-1/4"" shorter than stock lever </li><li>CNC Machined from high quality T6061 Aluminum</li><li>Available in Chrome and Black</li><li>Patent Pending Design </li><li>Approximately +/-  1/2"" adjustment from stock </li><li>Sold in pairs </li></ul>"
581-8991,"<ul><li>Adjustable Shorty Levers for Indian </li><li>Easily adjust the levers reach to the bar for added comfort</li><li>1-1/4"" shorter than stock lever </li><li>CNC Machined from high quality T6061 Aluminum</li><li>Available in Chrome and Black</li><li>Patent Pending Design </li><li>Approximately +/-  1/2"" adjustment from stock </li><li>Sold in pairs </li></ul>"
206-40034,"The Fusion Throttle Tube may be the last throttle tube you ever need to buy. Constructed of a 6061 alloy. Simply select the throttle tube required for your make and model and you are ready to install and feel the benefits of a fresh throttle in minutes.

Features:
<ul><li>Durable 6061 Aluminum</li><li>Hard-Anodized Black finish</li><li>Integrated Teflon Sleeves deliver very smooth throttle pull and return</li><li>Machined Throttle barrels</li></ul>"
133-4040,"<ul><li>One Token, Many Uses: Dynojet’s new Universal Token replaces the old license system. No need to buy brand-specific licenses or limited quantities anymore.</li><li>Flexible & Scalable: Buy as many tokens as you want. Use them for licenses, features, unlocks, and more—it's a digital currency for tuning.</li><li>No More Downtime: Say goodbye to waiting on tech support or business hours to unlock your Power Vision or add features.</li><li>Tune Anytime, Anywhere: Use tokens through your Dynojet account whenever you need—24/7 access to tuning tools and upgrades.</li></ul>"
133-4041,"<ul><li>One Token, Many Uses: Dynojet’s new Universal Token replaces the old license system. No need to buy brand-specific licenses or limited quantities anymore.</li><li>Flexible & Scalable: Buy as many tokens as you want. Use them for licenses, features, unlocks, and more—it's a digital currency for tuning.</li><li>No More Downtime: Say goodbye to waiting on tech support or business hours to unlock your Power Vision or add features.</li><li>Tune Anytime, Anywhere: Use tokens through your Dynojet account whenever you need—24/7 access to tuning tools and upgrades.</li></ul>"
133-4042,"<ul><li>One Token, Many Uses: Dynojet’s new Universal Token replaces the old license system. No need to buy brand-specific licenses or limited quantities anymore.</li><li>Flexible & Scalable: Buy as many tokens as you want. Use them for licenses, features, unlocks, and more—it's a digital currency for tuning.</li><li>No More Downtime: Say goodbye to waiting on tech support or business hours to unlock your Power Vision or add features.</li><li>Tune Anytime, Anywhere: Use tokens through your Dynojet account whenever you need—24/7 access to tuning tools and upgrades.</li></ul>"
133-4043,"<ul><li>One Token, Many Uses: Dynojet’s new Universal Token replaces the old license system. No need to buy brand-specific licenses or limited quantities anymore.</li><li>Flexible & Scalable: Buy as many tokens as you want. Use them for licenses, features, unlocks, and more—it's a digital currency for tuning.</li><li>No More Downtime: Say goodbye to waiting on tech support or business hours to unlock your Power Vision or add features.</li><li>Tune Anytime, Anywhere: Use tokens through your Dynojet account whenever you need—24/7 access to tuning tools and upgrades.</li></ul>"
133-4044,"<ul><li>One Token, Many Uses: Dynojet’s new Universal Token replaces the old license system. No need to buy brand-specific licenses or limited quantities anymore.</li><li>Flexible & Scalable: Buy as many tokens as you want. Use them for licenses, features, unlocks, and more—it's a digital currency for tuning.</li><li>No More Downtime: Say goodbye to waiting on tech support or business hours to unlock your Power Vision or add features.</li><li>Tune Anytime, Anywhere: Use tokens through your Dynojet account whenever you need—24/7 access to tuning tools and upgrades.</li></ul>"
27-4736,"<ul><li>Contains 1 quart Prep A, 1 pint Prep B. Prep A is a concentrated cleaner that dissolves rust and etches the tank surface</li><li>Prep B is a final rinse and conditioner to prepare the tank for KREEM liner</li></ul>"
817-01440,"Goodridge was the first company to produce braided Stainless Steel brake lines for automotive use and established them as the standard in the motorsport's world. At Goodridge they understand the necessity of top quality brake lines. You need products you can trust. Their unmatched reputation backed by motorsport champions worldwide makes choosing the right solution easy. Goodridge’s braided Stainless Steel brake lines have been designed to offer the very best in braking performance. Unlike factory fitted lines, Goodridge Brake Lines won’t expand under pressure, giving you more precise braking right when you need it. Every Goodridge brake line is individually 100% pressure tested and guaranteed to be leak free reducing your stopping distance, eliminate sponginess under pressure and improve your ride.

Features:
<ul><li>Ebony brakeline kits are available for most popular Harley models</li><li>The combination of the PEFE inner and Stainless Steel outer braid eliminates the spongy feeling under heavy braking conditions</li><li>These kits feature Black coated Stainless braided hose for abrasion protection</li><li>9 point quality assurance testing process including tensile strength and pressure testing to 3000p.s.i.</li><li>hoses coating contains a UV inhibitor</li><li>Matted black steel fittings and adapters</li><li>Includes bolts and washers needed</li><li>Kits ship complete in eco friendly packaging</li></ul>"
817-01441,"Goodridge was the first company to produce braided Stainless Steel brake lines for automotive use and established them as the standard in the motorsport's world. At Goodridge they understand the necessity of top quality brake lines. You need products you can trust. Their unmatched reputation backed by motorsport champions worldwide makes choosing the right solution easy. Goodridge’s braided Stainless Steel brake lines have been designed to offer the very best in braking performance. Unlike factory fitted lines, Goodridge Brake Lines won’t expand under pressure, giving you more precise braking right when you need it. Every Goodridge brake line is individually 100% pressure tested and guaranteed to be leak free reducing your stopping distance, eliminate sponginess under pressure and improve your ride.

Features:
<ul><li>Ebony brakeline kits are available for most popular Harley models</li><li>The combination of the PEFE inner and Stainless Steel outer braid eliminates the spongy feeling under heavy braking conditions</li><li>These kits feature Black coated Stainless braided hose for abrasion protection</li><li>9 point quality assurance testing process including tensile strength and pressure testing to 3000p.s.i.</li><li>hoses coating contains a UV inhibitor</li><li>Matted black steel fittings and adapters</li><li>Includes bolts and washers needed</li><li>Kits ship complete in eco friendly packaging</li></ul>"
817-01442,"Goodridge was the first company to produce braided Stainless Steel brake lines for automotive use and established them as the standard in the motorsport's world. At Goodridge they understand the necessity of top quality brake lines. You need products you can trust. Their unmatched reputation backed by motorsport champions worldwide makes choosing the right solution easy. Goodridge’s braided Stainless Steel brake lines have been designed to offer the very best in braking performance. Unlike factory fitted lines, Goodridge Brake Lines won’t expand under pressure, giving you more precise braking right when you need it. Every Goodridge brake line is individually 100% pressure tested and guaranteed to be leak free reducing your stopping distance, eliminate sponginess under pressure and improve your ride.

Features:
<ul><li>Ebony brakeline kits are available for most popular Harley models</li><li>The combination of the PEFE inner and Stainless Steel outer braid eliminates the spongy feeling under heavy braking conditions</li><li>These kits feature Black coated Stainless braided hose for abrasion protection</li><li>9 point quality assurance testing process including tensile strength and pressure testing to 3000p.s.i.</li><li>hoses coating contains a UV inhibitor</li><li>Matted black steel fittings and adapters</li><li>Includes bolts and washers needed</li><li>Kits ship complete in eco friendly packaging</li></ul>"
817-01443,"Goodridge was the first company to produce braided Stainless Steel brake lines for automotive use and established them as the standard in the motorsport's world. At Goodridge they understand the necessity of top quality brake lines. You need products you can trust. Their unmatched reputation backed by motorsport champions worldwide makes choosing the right solution easy. Goodridge’s braided Stainless Steel brake lines have been designed to offer the very best in braking performance. Unlike factory fitted lines, Goodridge Brake Lines won’t expand under pressure, giving you more precise braking right when you need it. Every Goodridge brake line is individually 100% pressure tested and guaranteed to be leak free reducing your stopping distance, eliminate sponginess under pressure and improve your ride.

Features:
<ul><li>Ebony brakeline kits are available for most popular Harley models</li><li>The combination of the PEFE inner and Stainless Steel outer braid eliminates the spongy feeling under heavy braking conditions</li><li>These kits feature Black coated Stainless braided hose for abrasion protection</li><li>9 point quality assurance testing process including tensile strength and pressure testing to 3000p.s.i.</li><li>hoses coating contains a UV inhibitor</li><li>Matted black steel fittings and adapters</li><li>Includes bolts and washers needed</li><li>Kits ship complete in eco friendly packaging</li></ul>"
817-01444,"Goodridge was the first company to produce braided Stainless Steel brake lines for automotive use and established them as the standard in the motorsport's world. At Goodridge they understand the necessity of top quality brake lines. You need products you can trust. Their unmatched reputation backed by motorsport champions worldwide makes choosing the right solution easy. Goodridge’s braided Stainless Steel brake lines have been designed to offer the very best in braking performance. Unlike factory fitted lines, Goodridge Brake Lines won’t expand under pressure, giving you more precise braking right when you need it. Every Goodridge brake line is individually 100% pressure tested and guaranteed to be leak free reducing your stopping distance, eliminate sponginess under pressure and improve your ride.

Features:
<ul><li>Ebony brakeline kits are available for most popular Harley models</li><li>The combination of the PEFE inner and Stainless Steel outer braid eliminates the spongy feeling under heavy braking conditions</li><li>These kits feature Black coated Stainless braided hose for abrasion protection</li><li>9 point quality assurance testing process including tensile strength and pressure testing to 3000p.s.i.</li><li>hoses coating contains a UV inhibitor</li><li>Matted black steel fittings and adapters</li><li>Includes bolts and washers needed</li><li>Kits ship complete in eco friendly packaging</li></ul>"
817-01445,"Goodridge was the first company to produce braided Stainless Steel brake lines for automotive use and established them as the standard in the motorsport's world. At Goodridge they understand the necessity of top quality brake lines. You need products you can trust. Their unmatched reputation backed by motorsport champions worldwide makes choosing the right solution easy. Goodridge’s braided Stainless Steel brake lines have been designed to offer the very best in braking performance. Unlike factory fitted lines, Goodridge Brake Lines won’t expand under pressure, giving you more precise braking right when you need it. Every Goodridge brake line is individually 100% pressure tested and guaranteed to be leak free reducing your stopping distance, eliminate sponginess under pressure and improve your ride.

Features:
<ul><li>Ebony brakeline kits are available for most popular Harley models</li><li>The combination of the PEFE inner and Stainless Steel outer braid eliminates the spongy feeling under heavy braking conditions</li><li>These kits feature Black coated Stainless braided hose for abrasion protection</li><li>9 point quality assurance testing process including tensile strength and pressure testing to 3000p.s.i.</li><li>hoses coating contains a UV inhibitor</li><li>Matted black steel fittings and adapters</li><li>Includes bolts and washers needed</li><li>Kits ship complete in eco friendly packaging</li></ul>"
